institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Royal College of Psychiatrists Archives,royal-college-of-psychiatrists-archives,United Kingdom,Europe,GB-2087,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2087,True,True,http://www.rcpsych.ac.uk/usefulresources/thecollegearchives.aspx,rcpsych.ac.uk,restrito,403,restrito,https://www.rcpsych.ac.uk/usefulresources/thecollegearchives.aspx,0,0,0,alta,,
Royal College of Surgeons of Edinburgh Archive,royal-college-of-surgeons-of-edinburgh-archive,United Kingdom,Europe,GB-779,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-779,True,True,https://library.rcsed.ac.uk/archives/archives-overview,library.rcsed.ac.uk,ok,200,integro,https://library.rcsed.ac.uk/archives/archives-overview,0,0,5,baixa,,
Royal College of Surgeons of England Archives,royal-college-of-surgeons-of-england-archives,United Kingdom,Europe,GB-114,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-114,True,True,http://surgicat.rcseng.ac.uk,surgicat.rcseng.ac.uk,ok,200,integro,http://surgicat.rcseng.ac.uk/search/simple,0,0,4,baixa,,
Royal Commission on the Ancient and Historical Monuments of Wales Comisiwn Brenhinol Henebion Cymru,royal-commission-on-the-ancient-and-historical-monuments-of-wales-comisiwn-brenhinol-henebion-cymru,United Kingdom,Europe,GB-1952,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1952,True,True,http://www.coflein.gov.uk/en/,coflein.gov.uk,ok,200,integro,https://coflein.gov.uk/en/,0,0,0,baixa,,
Royal Conservatoire of Scotland Archives & Collections,royal-conservatoire-of-scotland-archives-collections,United Kingdom,Europe,GB-2607,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2607,True,True,https://www.rcs.ac.uk/study/why-rcs/campus-facilities/learning-teaching-facilities/whittaker-library/archives-and-collections/,rcs.ac.uk,ok,200,integro,https://www.rcs.ac.uk/study/why-rcs/campus-facilities/learning-teaching-facilities/whittaker-library/archives-and-collections/,3,6,1,media,,
Royal Free Hospital Medical Library,royal-free-hospital-medical-library,United Kingdom,Europe,GB-3435,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3435,True,True,https://www.ucl.ac.uk/medicalschool/rfhmedlib,ucl.ac.uk,ok,200,integro,https://www.ucl.ac.uk/medical-sciences/divisions/medical-school,0,0,0,baixa,,
"Royal Holloway Archives and Special Collections, University of London",royal-holloway-archives-and-special-collections-university-of-london,United Kingdom,Europe,GB-505,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-505,True,True,https://www.royalholloway.ac.uk/about-us/the-library/our-archives/,royalholloway.ac.uk,ok,200,integro,https://www.royalholloway.ac.uk/about-us/the-library/our-archives/,0,0,3,baixa,,
Royal Horticultural Society Lindley Library,royal-horticultural-society-lindley-library,United Kingdom,Europe,GB-803,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-803,True,True,https://www.rhs.org.uk/education-learning/libraries-at-rhs/visit-the-libraries,rhs.org.uk,ok,200,integro,https://www.rhs.org.uk/education-learning/libraries-at-rhs/visit-the-libraries,3,3,1,media,,
Royal Institution of Great Britain Archive,royal-institution-of-great-britain-archive,United Kingdom,Europe,GB-116,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-116,True,True,http://www.rigb.org/about/heritage-and-collections/archive/,rigb.org,ok,200,integro,https://www.rigb.org/visit/visit-our-archive,7,26,5,media,,
Royal Northern College of Music Archives,royal-northern-college-of-music-archives,United Kingdom,Europe,GB-1179,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1179,True,True,http://www.rncm.ac.uk/research/resources/archives/,rncm.ac.uk,ok,200,integro,https://www.rncm.ac.uk/research/resources/archives/,0,0,5,baixa,,
Royal Society Archives,royal-society-archives,United Kingdom,Europe,GB-117,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-117,True,True,https://royalsociety.org/collections/,royalsociety.org,restrito,403,restrito,https://royalsociety.org/collections/,0,0,0,alta,,
Royal Troon Golf Club,royal-troon-golf-club,United Kingdom,Europe,GB-3486,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3486,True,True,https://www.royaltroon.co.uk,royaltroon.co.uk,erro,,instavel,https://www.royaltroon.co.uk,0,0,0,alta,,Timeout ou falha no carregamento
Royal Welsh College of Music and Drama Archives,royal-welsh-college-of-music-and-drama-archives,United Kingdom,Europe,GB-3489,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3489,True,True,https://www.rwcmd.ac.uk/student-life/library,rwcmd.ac.uk,ok,200,integro,https://www.rwcmd.ac.uk/library,0,0,1,baixa,,
Salford Local History Library,salford-local-history-library,United Kingdom,Europe,GB-129,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-129,True,True,https://salfordmuseum.com/explore/the-local-history-library/,salfordmuseum.com,http_error,404,quebrado,https://salfordmuseum.com/explore/the-local-history-library/,0,0,2,alta,Titulo da pagina sugere erro ou landing page generica.,
Salomons Estate Museum,salomons-estate-museum,United Kingdom,Europe,GB-2464,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2464,True,True,http://www.thecivicsociety.org/Salomons.htm,thecivicsociety.org,ok,200,integro,http://www.thecivicsociety.org/Salomons.htm,0,0,0,baixa,,
Salvation Army International Heritage Centre Archive,salvation-army-international-heritage-centre-archive,United Kingdom,Europe,GB-2133,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2133,True,True,http://www.salvationarmy.org.uk/international-heritage-centre,salvationarmy.org.uk,ok,200,integro,https://www.salvationarmy.org.uk/about-us/international-heritage-centre,0,0,1,baixa,,
"School of Oriental and African Studies (SOAS) Archives, University of London",school-of-oriental-and-african-studies-soas-archives-university-of-london,United Kingdom,Europe,GB-102,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-102,True,True,http://www.soas.ac.uk/library/archives/,soas.ac.uk,ok,200,integro,https://www.soas.ac.uk/soas-library/special-collections,0,0,0,baixa,,
Schroder Archive,schroder-archive,United Kingdom,Europe,GB-3277,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3277,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3277,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Science Museum Library,science-museum-library,United Kingdom,Europe,GB-69,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-69,True,True,https://www.sciencemuseum.org.uk/researchers,sciencemuseum.org.uk,ok,200,integro,https://www.sciencemuseum.org.uk/researchers,0,0,0,baixa,,
"Scott Polar Research Institute Archives, University of Cambridge",scott-polar-research-institute-archives-university-of-cambridge,United Kingdom,Europe,GB-15,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-15,True,True,http://www.spri.cam.ac.uk/library/archives,spri.cam.ac.uk,ok,200,integro,https://www.spri.cam.ac.uk/archives/,0,0,5,baixa,,
Scottish Poetry Library,scottish-poetry-library,United Kingdom,Europe,GB-3258,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3258,True,True,http://www.scottishpoetrylibrary.org.uk/library/collections,scottishpoetrylibrary.org.uk,ok,200,integro,https://www.scottishpoetrylibrary.org.uk/library/collections/,0,0,2,baixa,,
"Sedgwick Museum of Earth Sciences, University of Cambridge",sedgwick-museum-of-earth-sciences-university-of-cambridge,United Kingdom,Europe,GB-590,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-590,True,True,https://sedgwickmuseum.cam.ac.uk/collections/our-collections/archive,sedgwickmuseum.cam.ac.uk,ok,200,integro,https://sedgwickmuseum.cam.ac.uk/collections/our-collections/archive,0,0,5,baixa,,
"Senate House Library Archives, University of London",senate-house-library-archives-university-of-london,United Kingdom,Europe,GB-96,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-96,True,True,http://www.senatehouselibrary.ac.uk/our-collections/historic-collections/archives-manuscripts/consulting-archives-and-manuscripts/,london.ac.uk,restrito,403,restrito,https://www.london.ac.uk/senate-house-library,0,0,0,alta,,
Seven Stories Archive,seven-stories-archive,United Kingdom,Europe,GB-1840,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1840,True,True,https://sevenstories.org.uk/our-collection/,sevenstories.org.uk,ok,200,integro,https://sevenstories.org.uk/our-collection/,0,0,0,baixa,,
Shah Jahan Mosque,shah-jahan-mosque,United Kingdom,Europe,GB-3492,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3492,True,True,http://www.shahjahanmosque.org.uk/,shahjahanmosque.org.uk,ok,200,integro,https://shahjahanmosque.org.uk/,4,16,2,media,,
Shakespeare's Globe Library and Archives,shakespeare-s-globe-library-and-archives,United Kingdom,Europe,GB-3316,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3316,True,True,http://www.shakespearesglobe.com/education/library-research/library-archive,shakespearesglobe.com,ok,200,integro,https://www.shakespearesglobe.com/learn/research-and-collections/,1,5,2,media,,
"Sherardian Library, University of Oxford",sherardian-library-university-of-oxford,United Kingdom,Europe,GB-1046,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1046,True,True,http://libguides.bodleian.ox.ac.uk/c.php?g=423017&p=2888720,libguides.bodleian.ox.ac.uk,ok,200,integro,https://libguides.bodleian.ox.ac.uk/c.php?g=423017&p=2888720,0,0,1,baixa,,
Socialist Party of Great Britain Archives,socialist-party-of-great-britain-archives,United Kingdom,Europe,GB-2665,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2665,True,True,http://www.worldsocialism.org/spgb/,worldsocialism.org,ok,200,integro,https://www.worldsocialism.org/spgb/,8,47,5,media,,
