institution,slug,country,continent,repository_code,ape_detail_url,archive_type,external_url,website_available,content_available_in_ape
Heriot-Watt University Museum and Archive,heriot-watt-university-museum-and-archive,United Kingdom,Europe,GB-582,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-582,University and research archives,https://www.hw.ac.uk/about/professional-services/information-services/heritage,True,True
"Heritage Quay, University of Huddersfield",heritage-quay-university-of-huddersfield,United Kingdom,Europe,GB-1103,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1103,"University and research archives Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations Specialised non-governmental archives and archives of other cultural (heritage) institutions",http://www.heritagequay.org/,True,True
"Hull University Archives, Hull History Centre",hull-university-archives-hull-history-centre,United Kingdom,Europe,GB-50,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-50,University and research archives,http://www.hullhistorycentre.org.uk/,True,True
Ibstock Place School,ibstock-place-school,United Kingdom,Europe,GB-3470,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3470,University and research archives,https://www.ibstockplaceschool.co.uk/,True,True
"Imperial College London, Archives and Corporate Records Unit",imperial-college-london-archives-and-corporate-records-unit,United Kingdom,Europe,GB-98,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-98,University and research archives,http://www.imperial.ac.uk/admin-services/acru/,True,True
Imperial War Museum Archives,imperial-war-museum-archives,United Kingdom,Europe,GB-62,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-62,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.iwm.org.uk/collections,True,True
"Institute of Commonwealth Studies Library, University of London",institute-of-commonwealth-studies-library-university-of-london,United Kingdom,Europe,GB-101,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-101,University and research archives,http://www.shl.lon.ac.uk/,True,True
Institution of Engineering and Technology Archives,institution-of-engineering-and-technology-archives,United Kingdom,Europe,GB-108,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-108,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.theiet.org/resources/library/archives/,True,True
Institution of Mechanical Engineers Archive,institution-of-mechanical-engineers-archive,United Kingdom,Europe,GB-381,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-381,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.imeche.org/libraries-archive/archive-and-artefacts,True,True
Islington Local History Centre Special Collections,islington-local-history-centre-special-collections,United Kingdom,Europe,GB-1032,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1032,County/local authority archives,https://www.islington.gov.uk/libraries-arts-and-heritage/heritage/local-history-centre,True,True
Jersey Archive,jersey-archive,United Kingdom,Europe,GB-1539,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1539,County/local authority archives,http://www.jerseyheritage.org/places-to-visit/jersey-archive,True,True
"Kettle's Yard Museum and Art Gallery, University of Cambridge",kettle-s-yard-museum-and-art-gallery-university-of-cambridge,United Kingdom,Europe,GB-1759,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1759,University and research archives,https://www.kettlesyard.cam.ac.uk/,True,True
"King's College Archives, University of Cambridge",king-s-college-archives-university-of-cambridge,United Kingdom,Europe,GB-272,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-272,University and research archives,http://www.kings.cam.ac.uk/archivecentre/,True,True
Labour History Archive and Study Centre,labour-history-archive-and-study-centre,United Kingdom,Europe,GB-394,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-394,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://phm.org.uk/collections/labour-history-archive-study-centre/,True,True
Lambeth Palace Library,lambeth-palace-library,United Kingdom,Europe,GB-109,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-109,Church and religious archives,http://www.lambethpalacelibrary.org/,True,True
Lancashire Archives,lancashire-archives,United Kingdom,Europe,GB-55,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-55,County/local authority archives,http://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office.aspx,True,True
Lancaster University Archives,lancaster-university-archives,United Kingdom,Europe,GB-336,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-336,University and research archives,http://www.lancaster.ac.uk/library/resources/special-collections/,True,True
Leonard Cheshire Archive,leonard-cheshire-archive,United Kingdom,Europe,GB-2047,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2047,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://rewind.leonardcheshire.org/,True,True
"Lincoln College Archives, University of Oxford",lincoln-college-archives-university-of-oxford,United Kingdom,Europe,GB-456,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-456,University and research archives,http://www.lincoln.ox.ac.uk/Archives,True,True
Liverpool Hope University Archives and Special Collections,liverpool-hope-university-archives-and-special-collections,United Kingdom,Europe,GB-3389,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3389,University and research archives,https://www.hope.ac.uk/library/specialcollections/,True,True
London School of Hygiene and Tropical Medicine Archives,london-school-of-hygiene-and-tropical-medicine-archives,United Kingdom,Europe,GB-809,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-809,University and research archives,http://www.lshtm.ac.uk/library/archives/,True,True
London South Bank University Archives Centre,london-south-bank-university-archives-centre,United Kingdom,Europe,GB-2110,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2110,University and research archives,http://www.lsbu.ac.uk/professional-services/archives-centre,True,True
Lothian Health Services Archive,lothian-health-services-archive,United Kingdom,Europe,GB-239,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-239,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.lhsa.lib.ed.ac.uk/index.html,True,True
LSE Library Archives and Special Collections,lse-library-archives-and-special-collections,United Kingdom,Europe,GB-97,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-97,University and research archives,https://www.lse.ac.uk/Library,True,True
Manchester Archives and Local Studies,manchester-archives-and-local-studies,United Kingdom,Europe,GB-127,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-127,County/local authority archives,http://www.manchester.gov.uk/info/448/archives_and_local_history,True,True
"Manchester Museum, University of Manchester",manchester-museum-university-of-manchester,United Kingdom,Europe,GB-2875,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2875,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.museum.manchester.ac.uk/,True,True
Marx Memorial Library & Workers' School Archives,marx-memorial-library-workers-school-archives,United Kingdom,Europe,GB-391,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-391,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.marx-memorial-library.org.uk/collections,True,True
"Merseyside Maritime Museum, Maritime Archives and Library",merseyside-maritime-museum-maritime-archives-and-library,United Kingdom,Europe,GB-136,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-136,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.liverpoolmuseums.org.uk/maritime/archive/,True,True
"Middle East Centre Archive, St Antony's College, University of Oxford",middle-east-centre-archive-st-antony-s-college-university-of-oxford,United Kingdom,Europe,GB-165,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-165,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.sant.ox.ac.uk/research-centres/middle-east-centre/mec-archive,True,True
Middlesex University Special Collections,middlesex-university-special-collections,United Kingdom,Europe,GB-2925,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2925,University and research archives,http://libguides.mdx.ac.uk/c.php?g=322128&p=2155168,True,True
Mills Archive,mills-archive,United Kingdom,Europe,GB-3132,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3132,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.millsarchive.com,True,True
"Modern Records Centre, University of Warwick",modern-records-centre-university-of-warwick,United Kingdom,Europe,GB-152,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-152,University and research archives,https://warwick.ac.uk/services/library/mrc/,True,True
Monmouth Castle and Regimental Museum Archives,monmouth-castle-and-regimental-museum-archives,United Kingdom,Europe,GB-1578,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1578,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.monmouthcastlemuseum-archives.org.uk/,True,True
"Museum of Natural History, University of Oxford",museum-of-natural-history-university-of-oxford,United Kingdom,Europe,GB-462,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-462,University and research archives,http://www.oum.ox.ac.uk/,True,True
